gene_id	gene_name	GM12878_REP1	GM12878_REP2	H1_REP1	H1_REP2	K562_REP1	K562_REP2	MCF7_REP1	MCF7_REP2
ENSG00000256075	RP11-81H14.3	0	0	0	0	0	0	1	0
ENSG00000256077	RP11-335O4.1	0	0	0	0	0	0	1	0
ENSG00000256079	RP11-318G8.2	0	0	0	0	0	0	0	0
ENSG00000256081	AE000658.25	0	0	0	0	0	0	0	1
ENSG00000256083	RP11-366L20.3	0	0	0	0	0	0	0	0
ENSG00000256084	RP11-134N1.2	0	0	2	0	20	7	1	0
ENSG00000256085	RP11-337L12.1	0	0	24	6	0	0	0	0
ENSG00000256087	ZNF432	591.492	576	552.16	390.312	480.048	591.676	816.952	683.694
ENSG00000256091	RP11-627G1.1	0	0	0	0	0	0	0	0
ENSG00000256092	hsa-mir-8072	212	217	127	251	219	376	108	131
ENSG00000256093	RP11-158L12.2	0	0	2	3	0	0	0	0
ENSG00000256097	LINC00696	0	0	0	0	0	0	1	0
ENSG00000256098	RP11-691F15.1	0	0	0	0	0	0	0	0
ENSG00000256100	AP000721.4	0	0	0	0	7.02	4.015	0	0
ENSG00000256101	RP11-90D4.3	0	1	1	0	39	60	0	0
ENSG00000256103	RP1-96H9.5	0	0	0	0	0	0	0	0
ENSG00000256108	RP13-672B3.5	0	0	0	0	0	0	0	4
ENSG00000256115	RP11-319E16.1	0	0	2	1	0	0	28.999	22.999
ENSG00000256116	RP11-783K16.14	14	7	29	14.057	55	41	31	23
ENSG00000256120	RP11-778H2.1	0	0	0	0	0	0	0	1
ENSG00000256121	AC010296.1	0	0	0	0	0	0	0	0
ENSG00000256122	AC093334.1	0	0	0	0	0	0	0	0
ENSG00000256124	LINC01152	21	22	11	36.383	0	0	2.028	1
ENSG00000256125	RP5-944M2.4	0	0	0	0	0	0	0	0
ENSG00000256128	LINC00944	51	41	0	0	42	2	3	1
ENSG00000256134	RP11-674J14.3	0	0	0	0	0	0	0	0
ENSG00000256136	RP11-113C12.8	0	1	0	0	0	0	0	0
ENSG00000256137	RP11-174M13.2	0	0	3	0	0	0	0	0
ENSG00000256138	RP11-127B1.1	0	0	0	0	0	0	0	0
ENSG00000256139	RP11-968O1.5	12.526	0	9	5	28	0	3	1
ENSG00000256142	AL513327.1	0	0	0	0	0	0	0	0
ENSG00000256143	Z95704.5	9	16	15.001	23	32	23	12	15
ENSG00000256146	RP11-319E16.2	0	0	15	3	0	26	47	33
ENSG00000256148	RP11-809N8.5	2	1	15.001	0	0	2	5	2
ENSG00000256149	RP11-357K6.3	0	0	0	0	0	0	0	2
ENSG00000256150	RP11-885B4.1	0	0	1	0	0	0	0	0
ENSG00000256151	RP11-76C10.5	0	2	0	0	9	21	15.014	7
ENSG00000256152	RP11-463O12.3	0	0	1	0	0	0	23	17
ENSG00000256155	RP11-277P12.9	0	7	1	1	0	0	2	2
ENSG00000256157	RP11-80N2.2	0	0	0	0	0	0	0	0
ENSG00000256159	RP11-820K3.4	0	0	0	0	0	0	0	0
ENSG00000256162	SMLR1	0	0	0	0	0	0	0	0
ENSG00000256164	CCND2-AS1	8	2	16	21	15	25	0	0
ENSG00000256166	XXbac-BPG248L24.13	0	0	3	8	0	0	98	72
ENSG00000256167	ATF4P4	0	0	7.027	3.01	1	2.001	8.068	3.013
ENSG00000256171	GCSHP4	0	0	0	0	0	0	0	0
ENSG00000256172	RP11-473M14.3	0	0	0	0	0	0	0	0
ENSG00000256176	RP11-627K11.3	0	0	0	0	0	0	0	0
ENSG00000256178	AC004889.1	166.564	227.863	519.909	295.128	4.879	0	855.844	656.957
ENSG00000256181	AP000438.4	0	0	0	0	0	0	0	1
ENSG00000256182	AL590325.1	0	0	0	0	0	0	0	0
ENSG00000256185	RP11-612B6.2	44	29	2	1	0	0	10	7
ENSG00000256186	AL732372.1	0	0	0	0	0	0	0	0
ENSG00000256188	TAS2R30	1	20	42	17	0	4	27	33
ENSG00000256189	RP11-167N4.5	1	0	0	1	0	0	3	1
ENSG00000256192	RP11-290I21.2	1	0	0	0	0	0	0	1
ENSG00000256193	LINC00507	0	0	4	3	0	0	1.02	9
ENSG00000256195	RP11-64D24.4	0	0	0	0	0	0	0	0
ENSG00000256196	RP11-881M11.4	4	0	6	3	0	0	10	6
ENSG00000256197	TSPAN9-IT1	0	0	2	1	0	0	0	1
ENSG00000256199	RP11-439H13.2	0	0	0	0	0	0	0	0
ENSG00000256204	RP11-243M5.1	0	0	1	0	3	6	2	0
ENSG00000256209	RP11-897M7.1	0	0	3	2	0	1	0	0
ENSG00000256210	AC005255.3	0	0	0	0	0	6.17	1.11	0
ENSG00000256211	RP11-1018J11.1	0	0	0	0	0	0	0	0
ENSG00000256212	AL773602.1	0	0	2.422	0	0	0	0	0
ENSG00000256218	RP11-1038A11.2	0	0	7	0	0	0	8	0
ENSG00000256220	CTD-2331C18.5	0	0	0	0	0	0	0	0
ENSG00000256221	AE000661.36	0	0	0	0	0	0	0	0
ENSG00000256222	MTRNR2L3	2	1	0	0	0	1	2	1
ENSG00000256223	ZNF10	332	263	452	321.001	276.001	452	698	598
ENSG00000256225	AL590710.1	0	0	0	0	0	0	1.545	0
ENSG00000256226	RP11-582E3.2	0	0	0	0	0	0	1	0
ENSG00000256229	ZNF486	7	17	1269.306	771.034	154	185.015	789.228	790.104
ENSG00000256232	RP11-771K4.1	0	0	44	36	0	0	0	0
ENSG00000256234	RP11-283G6.4	2	0	0	0	0	0	1	0
ENSG00000256235	SMIM3	0	0	0	0	0	14.97	0	0
ENSG00000256237	RP11-434C1.2	2	0	0	0	0	0	0	0
ENSG00000256238	RP11-473N11.2	1.001	1	6.012	0	1.001	5.007	88.575	65.214
ENSG00000256240	AC010620.1	0	0	0	0	0	0	0	0
ENSG00000256243	RPL7AP3	0	0	0	0	0	0	0	0
ENSG00000256248	RP11-123O10.4	0	0	1	8.104	0	0	16.554	17.158
ENSG00000256249	RP11-324E6.6	0	0	0	0	0	0	10	3
ENSG00000256250	RP11-989F5.1	0	0	0	0	0	0	0	1
ENSG00000256254	AP000647.3	0	0	0	0	0	0	0	0
ENSG00000256256	RP11-443N24.4	0	0	0	0	0	0	0	0
ENSG00000256257	CACNA1C-IT2	0	0	0	0	0	0	0	0
ENSG00000256258	RP11-495K9.9	3	1	1	4	98	69	0	0
ENSG00000256259	RP11-366L20.4	1	1	0	0	0	0	0	0
ENSG00000256261	AC104698.1	0	0	1767.881	1288.483	0	0	237.559	0
ENSG00000256262	USP30-AS1	260.02	329	0	0	0	0	0	1
ENSG00000256263	DDX11L8	0	0	0	0	0	0	0	0
ENSG00000256268	RP11-221N13.3	0	0	0	0	4	31	14	10
ENSG00000256269	HMBS	3640.001	3191.999	9328.853	7680.778	17955.194	21236.08	3949.999	5154.01
ENSG00000256271	CACNA1C-AS2	5	1	206.366	132.966	0	0	1	0
ENSG00000256273	RP11-71J4.2	0	0	0	0	0	0	0	0
ENSG00000256274	TAS2R64P	2	5	51	15	0	8	33.845	42
ENSG00000256276	RP5-916L7.2	0	0	4	3	0	0	1	1
ENSG00000256278	RP11-182J1.5	0	0	1	0	0	0	0	0
ENSG00000256280	RP11-466C23.5	2	2	1	0	0	0	3	2
ENSG00000256281	RP11-136I14.2	0	0	0	0	0	0	0	0
ENSG00000256282	RP11-504G3.4	0	0	0	0	0	0	0	0
ENSG00000256283	RP11-365O10.1	0	0	2.189	0	0	0	0	0
ENSG00000256285	OSBPL9P5	0	0	0	0	0	0	0	0
ENSG00000256286	RP11-983C2.3	0	0	0	0	0	0	0	0
ENSG00000256287	RP11-664H17.1	0	7	0	0	0	0	0	0
ENSG00000256288	RP11-277P12.10	0	0	2209.319	1693.261	0	0	2.93	6.458
ENSG00000256292	RP11-955H22.1	0	0	0	0	0	0	0	0
ENSG00000256293	RP11-114F3.2	0	0	0	0	0	0	0	0
ENSG00000256294	ZNF225	322	262.999	139.001	68.095	92	317.999	321.133	282.009
ENSG00000256295	AC005086.2	0	0	0	0	0	0	0.882	0
ENSG00000256298	RP11-474D1.1	0	0	0	0	0	0	0	1.007
ENSG00000256299	RP11-989F5.3	5	0	1	1	0	1	4	11
ENSG00000256304	RP11-512M8.3	35	48	130.026	68.012	15	23	377.002	382.153
ENSG00000256305	AL359757.1	0	0	0	0	0	0	0	0
ENSG00000256306	RP11-4N23.1	0	0	0	0	0	0	0	0
ENSG00000256309	AC009469.1	0	0	0	0	0	0	0	0
ENSG00000256310	NDUFA5P6	4	0	0	0	0	0	0	0
ENSG00000256311	RP11-64B16.5	0	0	0	0	0	0	0	0
ENSG00000256312	RP13-977J11.8	0	0	1	1	0	0	1	4
ENSG00000256314	RP11-338E21.3	0	0	0	1	0	0	0	0
ENSG00000256315	AP000462.1	0	0	0	0	0	0	0	0
ENSG00000256316	HIST1H3F	37	103	251.001	321	1	13	35.396	84
ENSG00000256321	RP11-153K16.1	0	0	23	10	0	0	0	0
ENSG00000256323	AL049542.1	11	3	5	2	2	1	4	11
ENSG00000256325	RP11-611O2.1	0	1	0	1	0	0	7	3
ENSG00000256331	NIFKP3	0	0	0	0	0	15	0	0
ENSG00000256338	RPL41P2	27.1	29.072	48.084	18.141	5.02	8.043	45.99	28.797
ENSG00000256339	RP11-233G1.4	0	0	0	0	5	0	5	3
ENSG00000256340	ABCC6P1	0	0	159.841	86.025	0	0	2.331	6.167
ENSG00000256341	RP11-21A7A.3	6	6	2	2	2.001	13	14	8
ENSG00000256342	RP3-446N13.1	0	0	0	0	0	0	0	0
ENSG00000256343	RP11-662M24.1	0	0	0	0	0	0	0	0
ENSG00000256346	RP11-72J9.1	0	0	0	0	0	0	0	0
ENSG00000256347	OR8R1P	0	0	0	1	0	0	9	2
ENSG00000256349	CTD-3074O7.11	0	84.853	75.397	57.597	0	0	7.001	0
ENSG00000256350	AE000658.30	0	0	0	0	0	0	0	0
ENSG00000256351	RP1-7G5.5	5	0	0	1	0	0	1	1
ENSG00000256352	AL109922.2	0	0	0	0	0	0	0	0
ENSG00000256353	RP11-686N4.1	0	0	0	0	0	0	0	0
ENSG00000256354	AC104304.1	0	0	0	0	0	0	0	0
ENSG00000256355	NTAN1P3	0	0	0	0	0	0	1	0
ENSG00000256356	HSPA8P5	1	0	12.002	7.001	1	0	10.003	8
ENSG00000256357	RP11-349I1.2	0	0	0	0	0	0	11	5
ENSG00000256358	RPL31P57	0	0	0	0	0	0	0	0
ENSG00000256360	RP11-707G14.7	0	2	6	5	1	5	4	4
ENSG00000256361	RP11-613F22.6	0	8	1	1	8	0	12	15
ENSG00000256362	RP11-955H22.3	0	0	0	0	0	0	0	0
ENSG00000256364	RP11-173P15.3	4	0	0	1	6	3	3	7
ENSG00000256371	RP11-359J14.3	0	0	0	0	0	0	0	0
ENSG00000256372	RP11-428G5.4	0	0	0	0	0	0	0	0
ENSG00000256373	RP11-711K1.8	0	0	0	0	0	0	0	1
ENSG00000256377	RP11-1060J15.4	0	0	0	0	0	8	0	3
ENSG00000256378	RP11-993B23.1	0	0	0	0	0	0	0	0
ENSG00000256379	TRAV8-5	0	0	4	0	0	0	3	0
ENSG00000256381	RP11-500M8.4	0	0	0	1	0	0	0	0
ENSG00000256383	AC020910.2	64	56	51	65	0	0	93	82
ENSG00000256385	AE000658.27	0	0	0	0	1	0	1.001	0
ENSG00000256386	AP000244.1	0	0	0	0	0	0	0	0
ENSG00000256389	RP11-606D9.1	0	0	0	0	0	0	0	0
ENSG00000256390	AC092143.1	0	0	206.698	106.682	0	122.057	216.686	279.032
ENSG00000256391	SDIM1	0	0	0	0	0	0	0	0
ENSG00000256393	AC138123.2	0	0	0	0	0	0	0	0
ENSG00000256394	ASIC5	0	0	0	0	0	0	0	0
ENSG00000256399	RP11-274J7.3	0	0	0	0	0	0	1	0
ENSG00000256400	RP11-673D15.7	0	0	0	0	0	0	0	1
ENSG00000256403	RP11-7N14.1	0	0	0	0	0	0	0	0
ENSG00000256404	AC109133.1	0	0	0	0	0	0	0	0
ENSG00000256407	RP11-446E24.4	1.283	4.429	9.359	14.938	0	0	2.162	0
ENSG00000256417	RP11-1038A11.3	0	0	69.749	82.855	49	77	282.92	278.66
ENSG00000256420	OSBPL9P4	2	0	5	1	0	0	2	5
ENSG00000256422	RP11-886D15.1	0	0	6	0	0	0	0	0
ENSG00000256424	RP11-495K9.7	0	0	7	9	0	0	0	0
ENSG00000256425	AC092989.1	0	0	0	0	0	0	0	0
ENSG00000256427	RP11-118B22.4	0	0	2	2	0	0	0	0
ENSG00000256433	RP1-102E24.8	0	0	0	1	91	64	112	104
ENSG00000256436	TAS2R31	17	18	21.037	10.378	7	2	42.661	37
ENSG00000256439	AC008731.1	93.9	33.294	14.689	0	0	0	0	0
ENSG00000256440	RP11-443N24.3	0	0	0	0	0	0	0	3
ENSG00000256441	RP11-300I6.5	0	0	1	0	0	0	0	0
ENSG00000256442	RP11-705C15.4	1	0	4	0	7	1	3	6
ENSG00000256443	RP11-794G24.1	0	0	29	25	0	0	138	138.004
ENSG00000256448	RP11-809N8.4	15	6	0	0	5	2	2	3
ENSG00000256450	RP11-424M22.1	2	7	2	0	0	0	0	0
ENSG00000256452	RP11-667M19.10	0	0	2	0	1	0	0	0
ENSG00000256453	DND1	204	128.389	221.622	305.619	83	124.13	53.322	94.676
ENSG00000256458	RP11-363J17.1	0	0	1	0	1	0	0	0
ENSG00000256462	RP11-116G8.5	0	0	0	0	0	0	2	5
ENSG00000256463	SALL3	3	0	2354	5417.709	0	0	0	1
ENSG00000256464	RP11-613F22.5	7.999	8	2	2	4	34	26	19
ENSG00000256465	RP11-428G5.6	0	0	0	0	0	0	0	0
ENSG00000256466	AP003026.1	0	0	41.299	0	0	0	0	0
ENSG00000256469	RP11-856F16.2	0	0	0	0	0	0	0	0
ENSG00000256473	RP11-437F6.1	0	0	0	0	11	0	0	0
ENSG00000256474	TRAV11	0	0	0	0	0	0	0	0
ENSG00000256480	RP11-185H22.1	0	0	0	0	0	0	0	0
ENSG00000256481	RP11-21A7A.4	0	0	1	0	0	0	3	0
ENSG00000256482	RP11-625L16.3	0	0	0	0	0	0	0	0
ENSG00000256484	RP13-507P19.1	0	0	0	0	0	0	0	0
ENSG00000256492	AL118508.1	0	0	0	0	0	0	0.95	0
ENSG00000256494	RP5-944M2.1	0	0	0	0	0	0	0	0
ENSG00000256496	RP11-955H22.4	0	0	0	0	0	0	0	0
ENSG00000256498	AL928654.1	0	0	0	0	0	0	0	0
ENSG00000256499	CTC-465D4.1	14	0	0	0	0	0	0	0
ENSG00000256500	RP11-73M18.2	1030.913	1047.164	0	0	1375.679	765.447	889.746	893.661
ENSG00000256502	RP11-955H22.2	0	0	0	0	0	0	0	0
ENSG00000256504	RP11-1060J15.7	0	0	0	0	0	0	0	0
ENSG00000256508	RP11-554A11.6	0	0	23	32	0	0	3	0
ENSG00000256512	RP11-860B13.3	0	0	0	0	0	0	0	0
ENSG00000256513	RP11-977P2.1	0	0	0	0	0	0	0	0
ENSG00000256514	AP003419.11	65.474	104.782	161.842	0	0	50.836	60.73	0
ENSG00000256515	CCL3L3	66.276	40.804	1.626	0	0	0.5	0	0
ENSG00000256518	RP11-807H22.5	0	0	0	0	0	0	0	0
ENSG00000256525	POLG2	1536.001	1311	862.662	694.435	2694.001	3573.548	2434.642	2283.089
ENSG00000256527	AP002833.1	0	0	0	0	0	0	0	0
ENSG00000256528	AP006285.1	0	0	0	0	0	0	0	0
ENSG00000256530	AC019294.1	0	0	3	22	0	1	11	12
ENSG00000256533	RP11-212D19.5	0	0	10	4	2	2	0	1
ENSG00000256537	RP11-785H5.1	91	97	1008	1283.786	139	73	69	145.012
ENSG00000256538	RP11-847H18.3	18	11	5	10	8	0	6	12
ENSG00000256540	RP11-598F7.6	0	0	0	0	0	0	0	0
ENSG00000256542	RP13-895J2.3	0	0	90.017	157.154	0	0	11.609	13.813
ENSG00000256545	AL139819.1	0	0	0	144.176	0	76.127	10.214	6.035
ENSG00000256546	AC156455.1	168	134	210.15	268.746	647	765	20	24
ENSG00000256551	RP13-653N12.1	0	0	0	0	0	0	0	0
ENSG00000256552	RP11-113C12.4	9	2	11	7.19	0	0	4	0
ENSG00000256553	TRAV1-2	0	0	0	1	0	0	0	0
ENSG00000256557	RP11-1060J15.3	0	0	0	0	0	0	0	0
ENSG00000256560	RP11-256L11.1	0	0	0	0	0	0	0	0
ENSG00000256563	NANOGNBP2	0	0	0	0	0	0	0	0
ENSG00000256564	RP11-424M22.3	0	2	12	3	0	0	11	4
ENSG00000256566	RP4-734P14.4	15.782	24.017	3.121	1.52	4.023	61.81	33.059	27.549
ENSG00000256568	RP11-800A3.3	56	20	0	0	0	0	0	0
ENSG00000256569	RP11-173P15.5	0	0	1	2	0	0	0	1
ENSG00000256571	RP11-274J7.2	0	0	1.012	0	0	0	8	4
ENSG00000256574	OR13A1	59	43	74	37	3	1	12	9
ENSG00000256576	RP13-977J11.2	0	0	184	249	0	8	31	47
ENSG00000256577	RP11-283I3.2	0	0	3	8	0	0	0	0
ENSG00000256579	AC135776.1	0	0	49	42	0	0	7	7
ENSG00000256581	NLRP9P	0	1	0	0	0	0	1	0
ENSG00000256582	RP11-75L1.1	1	17	3	1	0	0	1	4
ENSG00000256586	AC091171.1	0	0	0	0	0	0	0	0
ENSG00000256588	RP11-613F22.8	0	1	1	3	0	14	11	7
ENSG00000256589	ENPP7P5	0	0	11.781	2.001	0	0	0	0
ENSG00000256590	TRDV3	8	6	0	0	0	0	0	0
ENSG00000256591	RP11-286N22.8	1504.254	1298.572	866.817	429.491	1262.67	874.547	1332.338	1211.734
ENSG00000256594	RP11-705C15.2	225.689	175	270.604	158.675	185	427.999	1592.114	1745.345
ENSG00000256596	RP11-522N14.2	0	0	1	1.478	0	0	5	0
ENSG00000256597	RP11-749H20.4	0	0	0	0	0	0	0	0
ENSG00000256599	AC020663.1	0	0	0	0	0	0	130.694	0
ENSG00000256603	RP11-667M19.2	4	0	1	1	3	1	9	7
ENSG00000256604	AC093668.2	15	21.22	45	56	0	5	26.008	9.002
ENSG00000256609	RP11-64B16.4	0	0	0	0	0	0	0	0
ENSG00000256612	CYP2B7P	0	0	5.05	16	1	0	437.984	150.969
ENSG00000256614	RP13-7D7.1	0	0	0	0	0	0	0	0
ENSG00000256615	RP11-59N23.3	0	0	0	0	0	0	0	0
ENSG00000256616	RP11-815J4.6	0	0	11.091	3.02	3	0	0	0
ENSG00000256618	MTRNR2L1	0	1	2412.284	725.073	0	0	60.353	14
ENSG00000256625	RP11-582E3.4	18.001	9	1.002	2.006	8	7.098	38.17	24.839
ENSG00000256626	RP11-133L14.2	0	0	0	0	0	0	0	0
ENSG00000256627	RP11-6B19.3	0	0	0	0	0	0	0	0
ENSG00000256628	ZBTB11-AS1	261.296	467	169	229.004	268	452	213.421	260.006
ENSG00000256629	TAS2R67P	0	0	1	0	0	0	0	0
ENSG00000256630	RP11-428I12.1	0	0	0	0	0	0	0	0
ENSG00000256632	RP13-672B3.2	0	0	0	0	0	0	0	0
ENSG00000256633	RP11-169D4.2	0	0	54	58	0	0	0	0
ENSG00000256637	RP11-76I14.1	0	0	0	0	0	0	0	0
ENSG00000256640	RP11-666F17.2	0	0	0	0	0	0	0	0
ENSG00000256642	LINC00273	0	5	0	0	0	0	0	0
ENSG00000256643	RP11-349K16.1	0	0	0	0	0	0	0	0
ENSG00000256646	PSMA2	1019.166	462.046	676.606	305.484	779.143	1846.385	1984.133	1725.769
ENSG00000256650	RERG-IT1	0	0	0	1	0	0	10	18
ENSG00000256651	RP11-144O23.8	27	6	0	1	1	0	11	10
ENSG00000256654	RP11-429A20.4	1	3	19	17	0	0	3	3
ENSG00000256655	TMEM75	0	0	0	0	0	0	0	0
ENSG00000256657	RP11-144O23.20	0	0	0	2	0	0	0	0
ENSG00000256658	RP11-180M15.4	6	1	0	0	0	0	1	0
ENSG00000256659	RP13-653N12.2	0	0	0	0	0	0	0	0
ENSG00000256660	CLEC12B	0	0	1	1	0	0	0	0
ENSG00000256661	A2ML1-AS1	0	0	0	0	0	0	0	0
ENSG00000256663	RP11-424C20.2	1239.665	1743.552	219.489	202.735	492.142	564.005	280.089	607.454
ENSG00000256664	RP11-611O2.3	479.046	595.336	0	0	212.316	429.887	328.573	170.319
ENSG00000256667	KLRAP1	296.987	274	360.011	145.112	156	240.999	374.999	322.037
ENSG00000256670	RP11-338E21.1	3	3	0	0	0	0	1	3
ENSG00000256671	LIMS3L	36.166	0	0	0	0	0	4.247	0
ENSG00000256672	RP11-218M22.2	0	0	0	0	0	0	0	0
ENSG00000256673	RP11-599J14.2	4.013	17	60.2	47.448	21	13	58.804	54.483
ENSG00000256674	RP11-172C16.4	0	0	5	0	0	0	0	0
ENSG00000256678	RP11-611O2.2	0	0	0	2	0	0	2	2
ENSG00000256681	CCDC58P5	0	0	0	1	0	0	0	1
ENSG00000256682	TAS2R12	4	13	10	11	0	5	17	22.001
ENSG00000256683	ZNF350	545.999	442	241	173.001	142	195	1510	1508
ENSG00000256684	RP11-49K4.2	0	0	0	0	0	0	0	0
ENSG00000256686	RP11-443N24.2	0	0	1	0	1	0	1	4
ENSG00000256690	RP11-727F15.9	14	5	7	3	0	12	4	10
ENSG00000256691	RP11-476M19.3	0	0	0	0	0	0	0	0
ENSG00000256694	RP11-598F7.5	0	0	3	0	0	0	0	0
ENSG00000256695	RP1-166H1.2	0	0	0	0	0	0	0	0
ENSG00000256699	RP11-669N7.3	0	0	0	0	0	0	0	0
ENSG00000256704	SDCCAG3P1	0	1	1.001	0	0	0	0	0
ENSG00000256705	CTD-2017C7.1	0	0	1.202	0	1	0	2.001	2
ENSG00000256706	RP5-1096D14.3	0	0	0	0	0	0	0	0
ENSG00000256708	RP11-444B24.2	0	0	0	0	0	0	0	0
ENSG00000256709	AL139812.1	0	0	0	0	0	0	0	0
ENSG00000256712	RP11-785H5.2	15	6	23	23	4	30	5	18
ENSG00000256713	PGA5	0	0	0	193.821	0	0	0	0
ENSG00000256714	RP11-73M14.1	0	0	0	0	0	0	1	0
ENSG00000256715	AL050302.1	0	0	0	0	0	0	0	0
ENSG00000256717	AP000797.3	0	0	0	0	0	0	0	0
ENSG00000256720	RP11-436I9.6	0	4	11	8	0	0	0	1
ENSG00000256721	CACNA1C-IT3	0	0	1	1	0	0	2	0
ENSG00000256723	RP11-167N4.4	0	0	0	0	2	4	0	1
ENSG00000256725	RP11-662M24.2	0	0	0	0	0	0	0	0
ENSG00000256731	AL591069.1	0	0	1	0	0	0	0	0
ENSG00000256732	RP11-407A16.3	0	0	0	0	0	0	0	0
ENSG00000256733	RP11-881M11.8	0	0	0	0	0	0	0	0
ENSG00000256734	RP11-613F22.7	0	0	0	0	0	0	0	0
ENSG00000256737	RBBP4P5	2	0	5	3	0	0	12.682	7.923
ENSG00000256739	RP11-45F15.1	0	0	0	0	0	0	0	0
ENSG00000256742	RP13-941N14.1	77	29	96	113.002	11	21	15	29
ENSG00000256745	RP11-680H20.1	0	0	0	0	0	1.001	0	1.002
ENSG00000256746	RP11-17G12.3	0	0	0	0	0	0	0	0
ENSG00000256747	RP11-860B13.1	19	1	0	7	0	0	2	2
ENSG00000256748	RP11-234B24.5	0	0	0	0	0	0	0	0
ENSG00000256750	RP11-3L23.2	0	0	0	0	0	0	0	0
ENSG00000256751	RP11-695J4.2	0	6	3	0	7	3	30	32
ENSG00000256752	HPRTP3	0	0	0	0	0	0	0	0
ENSG00000256756	RP11-871F6.2	0	0	27.028	10.002	5	2.001	6.013	14.079
ENSG00000256757	RP11-159N11.3	0	0	0	0	0	0	0	0
ENSG00000256761	AL008733.1	0	0	0	0	0	0	0	0
ENSG00000256762	STH	0	0	0	1	0	0	7	2
ENSG00000256763	RP1-116K23.1	0	0	0	0	0	0	0	0
ENSG00000256769	CACNA1C-AS3	0	0	0	0	0	0	0	0
ENSG00000256771	ZNF253	462	356.873	1467.645	936.859	936.008	1154.001	2229.602	1683.521
ENSG00000256774	RP11-268P4.2	0	0	0	0	0	0	0	0
ENSG00000256777	PDCL3P7	0	0	0	0	0	0	0	0
ENSG00000256779	RP11-60C6.5	0	0	0	0	0	0	0	0
ENSG00000256783	RP11-503G7.1	0	0	0	0	0	0	1	0
ENSG00000256786	AP001029.1	0	0	0	0	0	0	0	0
ENSG00000256789	RP11-697H9.2	0	0	0	0	0	0	0	0
ENSG00000256790	RP11-429A20.3	0	0	3	1	0	0	1	1
ENSG00000256797	KLRF2	6	2	0	0	0	0	0	0
ENSG00000256799	RP11-500M8.6	0	0	0	0	0	0	1	5
ENSG00000256802	RP11-680F8.1	0	0	85.015	113	0	16	21	33
ENSG00000256803	RP11-133L14.5	0	0	0	0	0	0	0	0
ENSG00000256804	RP13-977J11.5	0	0	0	0	0	0	2	0
ENSG00000256806	AC004706.1	0	0	0	0	0	0	118.741	97.332
ENSG00000256810	RP11-76C10.2	0	0	0	0	0	0	0	0
ENSG00000256811	RP11-7M8.2	0	0	1	3	0	0	1	2
ENSG00000256812	CAPNS2	0	0	0	3	0	5	10	13
ENSG00000256813	RP11-804A23.4	0	0	1	0	0	0	0	1
ENSG00000256814	RP11-158L12.5	1	0	0	0	0	0	0	0
ENSG00000256815	AL590325.2	0	0	0	0	0	0	0	0
ENSG00000256817	TPT1P12	0	0	0	0	0	0	1	1
ENSG00000256818	AP001069.1	0	0	0	0	0	0	0	0
ENSG00000256822	AC084125.2	0	0	0	0	0	0	2	0
ENSG00000256824	RP11-21A7A.2	0	0	0	1	0	0	0	0
ENSG00000256826	AC138744.2	0	0	0	0	0	0	0	0
ENSG00000256827	RP11-214K3.5	0	0	0	0	0	0	0	0
ENSG00000256835	GS1-410F4.5	0	0	0	0	0	0	0	0
ENSG00000256837	CACNA1C-IT1	0	0	0	0	0	0	0	0
ENSG00000256843	RP11-467L13.4	0	0	0	0	0	0	0	0
ENSG00000256844	RP11-282K24.2	0	0	0	1	0	0	0	0
ENSG00000256845	AC007401.1	0	0	10.035	2.017	7	16	11.077	15.019
ENSG00000256847	CCND2P1	0	0	0	0	0	0	0	0
ENSG00000256849	RP11-405A12.1	0	0	0	0	0	0	3.002	0
ENSG00000256851	XXbac-BPG16N22.5	0	0	0	0	0	0	0	0
ENSG00000256852	KNOP1P1	0	0	0	0	0	0	0	0
ENSG00000256861	RP11-512M8.5	373.793	733.601	0	0	739.903	616.777	48.984	0
ENSG00000256862	RP11-664D1.1	0	0	0	0	0	0	0	0
ENSG00000256863	RP11-959F10.6	0	0	1	0	0	0	0	0
ENSG00000256870	SLC5A8	0	0	64	26	0	0	60	40
ENSG00000256873	AL021977.1	0	0	2.087	0	0	0	0	0
ENSG00000256874	AL080274.1	0	0	0	0	0	0	0	0
ENSG00000256875	RP11-503G7.2	0	0	0	0	0	0	8	3
ENSG00000256878	AC087897.1	0	0	0	0	0	0	0	0
ENSG00000256879	RP11-284H19.1	0	0	0	5	0	0	0	0
ENSG00000256884	RP11-64B16.3	0	0	1	1	0	0	1	1
ENSG00000256885	AP001877.1	5	12	4	0	3	3	9	3
ENSG00000256888	RP13-81N3.2	0	0	0	0	0	0	0	0
ENSG00000256889	AC093847.1	0	0	9	1	0	0	5	0
ENSG00000256892	MTRNR2L7	0	0	0	0	0	0	0	0
ENSG00000256894	RP11-283G6.3	0	0	2	5	0	0	10	2
ENSG00000256896	PSMC1P8	0	0	0	0	0	0	0	0
ENSG00000256897	RP11-17G12.2	0	0	2	0	0	0	1	0
ENSG00000256898	RP11-707G14.8	0	7	0	0	0	0	0	0
ENSG00000256902	RP11-986G18.1	0	6	0	1	0	0	0	0
ENSG00000256904	A2ML1-AS2	0	0	1	3	0	0	1	1
ENSG00000256905	AC090571.1	0	0	0	0	0	0	0	0
ENSG00000256906	RP11-474D1.2	1	0	2.015	0	0	0	2.081	1.986
