task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
34	cd/7401c2	1708021	NFCORE_RNASEQ:RNASEQ:QUANTIFY_PSEUDO_ALIGNMENT:SALMON_QUANT (MCF7_REP1)	COMPLETED	0	2026-03-21 20:45:36.495	14m 13s	14m 13s	585.0%	17.4 GB	20.3 GB	33.2 GB	11.4 MB
39	c4/d99217	1715445	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (K562_REP1)	COMPLETED	0	2026-03-21 20:59:49.768	6m 14s	6m 13s	393.1%	5.2 GB	6.2 GB	26.4 GB	19.2 GB
40	af/26319f	1720206	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (H1_REP2)	COMPLETED	0	2026-03-21 21:06:04.048	6m 32s	6m 31s	395.5%	5.3 GB	6.6 GB	24.9 GB	19.2 GB
41	c3/4b80a5	1725257	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (MCF7_REP2)	COMPLETED	0	2026-03-21 21:12:36.045	8m 19s	8m 18s	393.9%	5.3 GB	6.8 GB	32.4 GB	25.6 GB
42	64/6c1fc1	1731393	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (GM12878_REP2)	COMPLETED	0	2026-03-21 21:20:54.834	6m 49s	6m 48s	394.0%	5.2 GB	6.3 GB	27.8 GB	20.4 GB
43	89/9d76b8	1736531	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (H1_REP1)	COMPLETED	0	2026-03-21 21:27:44.038	7m 59s	7m 58s	391.0%	5.2 GB	6.8 GB	30.8 GB	24.1 GB
44	9e/61614f	1742418	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (GM12878_REP1)	COMPLETED	0	2026-03-21 21:35:42.611	6m 50s	6m 49s	392.5%	5.2 GB	6.3 GB	27.7 GB	20.3 GB
45	ac/306719	1747550	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (K562_REP2)	COMPLETED	0	2026-03-21 21:42:32.945	8m 7s	8m 6s	387.5%	5.2 GB	6.4 GB	33.9 GB	25 GB
46	6f/4bdca7	1753555	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (MCF7_REP1)	COMPLETED	0	2026-03-21 21:50:39.936	8m 8s	8m 7s	388.8%	5.3 GB	6.8 GB	32.5 GB	26.5 GB
47	9c/c7f4ea	1759560	NFCORE_RNASEQ:RNASEQ:QUANTIFY_PSEUDO_ALIGNMENT:TX2GENE (genome.filtered.gtf)	COMPLETED	0	2026-03-21 21:58:47.933	32.5s	32s	102.1%	56.4 MB	62.1 MB	1.6 GB	7.4 MB
48	90/596bc3	1759563	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (K562_REP1)	COMPLETED	0	2026-03-21 21:58:47.941	1m 10s	1m 9s	150.5%	28.2 MB	220.9 MB	8.7 GB	3.3 MB
50	89/25f8b0	1761496	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (H1_REP2)	COMPLETED	0	2026-03-21 21:59:20.475	1m 12s	1m 12s	152.0%	34.9 MB	220.9 MB	9.1 GB	3.6 MB
52	69/3e1dfa	1762924	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (MCF7_REP2)	COMPLETED	0	2026-03-21 21:59:57.786	1m 32s	1m 31s	150.0%	43.6 MB	220.9 MB	11.9 GB	4.2 MB
55	a4/e86cc3	1764300	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (GM12878_REP2)	COMPLETED	0	2026-03-21 22:00:32.702	1m 14s	1m 13s	151.8%	30.6 MB	220.9 MB	9.1 GB	3.6 MB
58	77/368759	1767204	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (GM12878_REP1)	COMPLETED	0	2026-03-21 22:01:46.717	1m 11s	1m 10s	153.4%	29.2 MB	220.9 MB	9 GB	3.5 MB
56	89/5c065c	1766211	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (H1_REP1)	COMPLETED	0	2026-03-21 22:01:30.248	1m 30s	1m 30s	153.4%	40.1 MB	193.5 MB	11.5 GB	3.9 MB
60	e6/bc72a4	1769344	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (K562_REP2)	COMPLETED	0	2026-03-21 22:02:57.790	1m 31s	1m 30s	149.7%	32.9 MB	220.9 MB	11 GB	3.7 MB
63	ae/005235	1769688	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (MCF7_REP1)	COMPLETED	0	2026-03-21 22:03:00.550	1m 38s	1m 38s	147.9%	47.1 MB	220.9 MB	12.7 GB	4.3 MB
49	e9/a30106	1772680	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (K562_REP1)	FAILED	137	2026-03-21 22:04:38.858	50m 24s	50m 24s	-	-	-	-	-
51	61/8e50c5	1784602	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (H1_REP2)	FAILED	137	2026-03-21 22:55:02.911	8m 48s	8m 48s	-	-	-	-	-
53	4b/94bce2	1793951	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (MCF7_REP2)	COMPLETED	0	2026-03-21 23:03:51.105	39m 39s	39m 36s	108.2%	19 GB	29.1 GB	28.2 GB	16.9 GB
54	4a/b6dae7	1809237	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (GM12878_REP2)	FAILED	137	2026-03-21 23:43:30.252	11m 35s	11m 35s	-	-	-	-	-
57	c8/798e86	1818446	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (H1_REP1)	FAILED	137	2026-03-21 23:55:05.642	17m 42s	17m 42s	-	-	-	-	-
59	7e/77157d	1827913	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (GM12878_REP1)	FAILED	137	2026-03-22 00:12:48.094	13m 6s	13m 6s	-	-	-	-	-
61	59/172766	1835797	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (K562_REP2)	COMPLETED	0	2026-03-22 00:25:53.724	35m 9s	35m 7s	107.6%	19 GB	29 GB	25.5 GB	15 GB
62	cf/9f9b66	1850190	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (MCF7_REP1)	COMPLETED	0	2026-03-22 01:01:03.171	39m	38m 58s	108.2%	19.8 GB	29.1 GB	29.8 GB	17.7 GB
64	86/7728e3	1865481	NFCORE_RNASEQ:RNASEQ:QUANTIFY_PSEUDO_ALIGNMENT:TXIMPORT	COMPLETED	0	2026-03-22 01:40:02.767	1m 30s	26s	105.7%	925 MB	2 GB	142.5 MB	75.1 MB
70	30/946db8	1867053	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (H1_REP2)	COMPLETED	0	2026-03-22 01:41:33.264	758ms	0ms	54.1%	8.2 MB	14.3 MB	3.7 MB	5.4 KB
75	f8/8bb942	1867062	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (H1_REP1)	COMPLETED	0	2026-03-22 01:41:33.275	851ms	0ms	81.6%	9.1 MB	15.4 MB	4 MB	5.4 KB
65	8f/d74654	1867043	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (K562_REP1)	COMPLETED	0	2026-03-22 01:41:33.242	1s	0ms	78.4%	9.5 MB	15.6 MB	3.4 MB	5.4 KB
73	6b/0cf852	1868012	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (GM12878_REP2)	COMPLETED	0	2026-03-22 01:41:34.028	586ms	0ms	80.0%	9.9 MB	16.2 MB	3.7 MB	5.4 KB
74	97/c6f9fb	1868162	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (GM12878_REP1)	COMPLETED	0	2026-03-22 01:41:34.251	670ms	0ms	68.1%	10.6 MB	17 MB	3.6 MB	5.4 KB
71	2d/7c824f	1868523	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (MCF7_REP2)	COMPLETED	0	2026-03-22 01:41:34.619	638ms	1s	67.8%	10.2 MB	16.5 MB	4.4 MB	5.4 KB
85	40/2b4ee5	1868791	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (K562_REP2)	COMPLETED	0	2026-03-22 01:41:34.928	683ms	0ms	47.1%	8 MB	14.2 MB	3.8 MB	5.4 KB
66	93/662d1d	1867073	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (K562_REP1)	COMPLETED	0	2026-03-22 01:41:33.281	2m 29s	2m 28s	66.9%	6.6 MB	220.9 MB	8.7 GB	5.4 KB
67	da/96f864	1867045	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (H1_REP2)	COMPLETED	0	2026-03-22 01:41:33.254	2m 36s	2m 35s	67.9%	6.4 MB	220.9 MB	9.1 GB	5.4 KB
79	8f/9ce925	1869058	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (H1_REP1)	COMPLETED	0	2026-03-22 01:41:35.262	3m 26s	3m 25s	65.3%	6.8 MB	220.9 MB	11.5 GB	5.4 KB
68	ef/8071d0	1868075	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (MCF7_REP2)	COMPLETED	0	2026-03-22 01:41:34.131	3m 33s	3m 32s	65.7%	6.5 MB	220.9 MB	11.9 GB	5.4 KB
86	80/b6e0a1	1884596	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (MCF7_REP1)	COMPLETED	0	2026-03-22 01:45:07.208	694ms	0ms	31.5%	5.9 MB	12 MB	4.4 MB	5.4 KB
81	7b/42f6e6	1869338	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (MCF7_REP1)	COMPLETED	0	2026-03-22 01:41:35.618	3m 52s	3m 52s	61.6%	6.5 MB	220.9 MB	12.7 GB	5.4 KB
72	62/5be8c7	1880271	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (GM12878_REP2)	COMPLETED	0	2026-03-22 01:44:08.789	3m 36s	3m 35s	52.5%	6.6 MB	220.9 MB	9.1 GB	5.4 KB
80	37/045067	1879379	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (K562_REP2)	COMPLETED	0	2026-03-22 01:44:01.858	4m 17s	4m 17s	51.6%	6.5 MB	220.9 MB	11 GB	5.4 KB
78	da/9fd740	1883812	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (GM12878_REP1)	COMPLETED	0	2026-03-22 01:45:01.137	3m 37s	3m 36s	49.8%	6.6 MB	220.9 MB	9 GB	5.4 KB
77	2c/47dbca	1884885	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (MCF7_REP2)	COMPLETED	0	2026-03-22 01:45:07.923	5m 15s	5m 15s	128.3%	8.2 MB	222.4 MB	11.9 GB	158.7 KB
88	fd/385dcc	1886737	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (MCF7_REP1)	COMPLETED	0	2026-03-22 01:45:27.754	5m 11s	5m 10s	127.5%	8.2 MB	222.4 MB	12.7 GB	169.2 KB
76	fd/adc734	1894773	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (H1_REP2)	COMPLETED	0	2026-03-22 01:47:44.499	4m 3s	4m 3s	136.2%	8.2 MB	222.4 MB	9.1 GB	150.1 KB
83	8f/12b8e6	1897176	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (GM12878_REP1)	COMPLETED	0	2026-03-22 01:48:19.297	4m 38s	4m 37s	132.6%	8.5 MB	222.4 MB	9 GB	124.9 KB
82	e6/2ff7e1	1898820	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (GM12878_REP2)	COMPLETED	0	2026-03-22 01:48:37.798	4m 37s	4m 36s	133.1%	8.5 MB	222.4 MB	9.1 GB	132.7 KB
84	e2/0ad9f2	1906553	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (H1_REP1)	COMPLETED	0	2026-03-22 01:50:38.736	4m 43s	4m 42s	141.0%	8.4 MB	222.4 MB	11.5 GB	154.1 KB
87	e1/5bba0e	1905120	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (K562_REP2)	COMPLETED	0	2026-03-22 01:50:23.425	5m 17s	5m 16s	136.0%	8.5 MB	222.4 MB	11 GB	130.4 KB
69	f2/5eb806	1910895	NFCORE_RNASEQ:RNASEQ:FASTQ_ALIGN_HISAT2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (K562_REP1)	COMPLETED	0	2026-03-22 01:51:47.839	4m 5s	4m 4s	136.9%	8 MB	222.4 MB	8.7 GB	132.1 KB
94	a4/3fdb30	1925930	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (MCF7_REP2)	COMPLETED	0	2026-03-22 01:55:52.933	1m 34s	1m 33s	145.5%	43.5 MB	220.9 MB	12.5 GB	4.3 MB
104	dd/ae38cf	1930612	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (K562_REP2)	COMPLETED	0	2026-03-22 01:57:26.742	1m 28s	1m 27s	146.6%	32.8 MB	220.9 MB	11.6 GB	3.8 MB
108	45/2984cb	1935029	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (MCF7_REP1)	COMPLETED	0	2026-03-22 01:58:54.922	1m 41s	1m 40s	139.2%	47 MB	220.9 MB	13.3 GB	4.3 MB
101	11/8a2081	1916050	NFCORE_RNASEQ:RNASEQ:DUPRADAR (K562_REP2)	COMPLETED	0	2026-03-22 01:53:14.642	22m 2s	21m 38s	87.2%	490.8 MB	1.7 GB	66.9 GB	13.9 GB
91	b1/d8d168	1915255	NFCORE_RNASEQ:RNASEQ:DUPRADAR (MCF7_REP2)	COMPLETED	0	2026-03-22 01:52:56.954	26m 18s	25m 36s	90.9%	498.3 MB	1.6 GB	89 GB	28.2 GB
111	36/068b8f	1923636	NFCORE_RNASEQ:RNASEQ:DUPRADAR (MCF7_REP1)	COMPLETED	0	2026-03-22 01:55:21.391	26m	26m	89.5%	486.1 MB	1.7 GB	95.2 GB	30.5 GB
89	4e/0a8b95	1951767	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (K562_REP1)	COMPLETED	0	2026-03-22 02:21:21.664	27m 31s	27m 29s	108.1%	21.8 GB	29 GB	18.8 GB	10.5 GB
90	1e/b9e1ac	1964939	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (H1_REP2)	COMPLETED	0	2026-03-22 02:48:52.715	31m 35s	31m 32s	108.8%	25 GB	29.1 GB	20 GB	11.4 GB
93	32/19a68a	1978965	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (MCF7_REP2)	COMPLETED	0	2026-03-22 03:20:27.254	13m 33s	13m 21s	110.9%	14.4 GB	17.1 GB	26.7 GB	3.3 GB
95	47/fa6f4b	1989405	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (MCF7_REP2)	COMPLETED	0	2026-03-22 03:34:00.080	2m 10s	1m 59s	330.1%	869 MB	1.3 GB	24 GB	8.4 GB
96	7d/b94b52	1991365	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (MCF7_REP2)	COMPLETED	0	2026-03-22 03:36:10.091	6m 8s	5m 58s	144.1%	785.4 MB	969.6 MB	13.5 GB	578.9 MB
92	2c/f00a46	1995899	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (MCF7_REP2)	COMPLETED	0	2026-03-22 03:42:18.592	1h 13m 16s	1h 12m 29s	98.6%	6 GB	27.7 GB	86.5 GB	73.2 GB
97	79/54d4f9	2015886	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (GM12878_REP2)	COMPLETED	0	2026-03-22 04:55:34.242	29m 40s	29m 37s	108.4%	25 GB	29.1 GB	19.8 GB	11.1 GB
98	3a/abadae	2030008	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (H1_REP1)	COMPLETED	0	2026-03-22 05:25:14.247	37m 52s	37m 50s	108.3%	19.7 GB	29.1 GB	27.2 GB	16.3 GB
99	e3/648fe2	2045007	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (GM12878_REP1)	COMPLETED	0	2026-03-22 06:03:06.163	29m 51s	29m 48s	108.2%	22.4 GB	29 GB	19.5 GB	11 GB
103	5f/806e6d	2058869	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (K562_REP2)	COMPLETED	0	2026-03-22 06:32:56.904	1h 14m 25s	1h 14m 22s	99.0%	5.9 GB	27.7 GB	86 GB	73.7 GB
102	4e/4bb2e3	2079249	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (K562_REP2)	COMPLETED	0	2026-03-22 07:47:21.734	11m 53s	11m 51s	105.6%	7.2 GB	8.3 GB	23.9 GB	1.5 GB
100	44/e7e35d	2089468	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (K562_REP2)	COMPLETED	0	2026-03-22 07:59:14.443	5m 1s	5m	130.0%	680.2 MB	934.4 MB	12.5 GB	550.3 MB
105	8c/a28e80	2093354	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (K562_REP2)	COMPLETED	0	2026-03-22 08:04:15.276	1m 45s	1m 42s	299.6%	814.2 MB	1.3 GB	18.9 GB	5.2 GB
107	83/79ba59	2095135	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (MCF7_REP1)	COMPLETED	0	2026-03-22 08:06:00.238	6m 5s	6m 5s	144.1%	839.2 MB	1 GB	14.3 GB	580.4 MB
110	24/3c5d6f	2099819	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (MCF7_REP1)	COMPLETED	0	2026-03-22 08:12:05.479	2m 24s	2m 22s	272.3%	811.5 MB	1.3 GB	26 GB	9.3 GB
106	52/66b385	2102034	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (MCF7_REP1)	COMPLETED	0	2026-03-22 08:14:29.837	13m 26s	13m 24s	111.2%	15 GB	17.8 GB	28.3 GB	3.4 GB
109	2f/e48e64	2112502	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (MCF7_REP1)	COMPLETED	0	2026-03-22 08:27:55.420	1h 8m 10s	1h 8m 8s	99.3%	5.8 GB	27.7 GB	85 GB	70.9 GB
115	fb/336ff2	2132017	NFCORE_RNASEQ:RNASEQ:QUANTIFY_PSEUDO_ALIGNMENT:SE_TRANSCRIPT (tx2gene.tsv)	COMPLETED	0	2026-03-22 09:36:05.389	45.8s	10s	114.0%	550.5 MB	1.6 GB	82.1 MB	11.8 MB
116	d8/748265	2133400	NFCORE_RNASEQ:RNASEQ:QUANTIFY_PSEUDO_ALIGNMENT:SE_GENE (tx2gene.tsv)	COMPLETED	0	2026-03-22 09:36:51.169	9.4s	8s	117.4%	519.7 MB	1.6 GB	62.5 MB	3.1 MB
114	9d/1693b2	2134630	NFCORE_RNASEQ:RNASEQ:QUANTIFY_PSEUDO_ALIGNMENT:SE_GENE_SCALED (tx2gene.tsv)	COMPLETED	0	2026-03-22 09:37:00.555	9.2s	8s	117.5%	528.4 MB	1.6 GB	64.7 MB	4 MB
113	1f/df8d2f	2135857	NFCORE_RNASEQ:RNASEQ:QUANTIFY_PSEUDO_ALIGNMENT:SE_GENE_LENGTH_SCALED (tx2gene.tsv)	COMPLETED	0	2026-03-22 09:37:09.802	9.3s	7s	116.5%	564.3 MB	1.6 GB	64.7 MB	4 MB
112	36/a51414	2137082	NFCORE_RNASEQ:RNASEQ:DESEQ2_QC_PSEUDO	COMPLETED	0	2026-03-22 09:37:19.080	43.6s	15s	155.5%	678.8 MB	1.9 GB	73.6 MB	4.1 MB
120	8f/b68125	2137980	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (MCF7_REP2)	COMPLETED	0	2026-03-22 09:38:02.692	6m 12s	5m 40s	100.2%	48 MB	1 GB	12.5 GB	3.7 MB
121	4a/10a095	2142375	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (MCF7_REP2)	COMPLETED	0	2026-03-22 09:44:14.883	11m 29s	11m 28s	100.4%	22.2 GB	23.2 GB	12.5 GB	4.6 MB
123	2e/325037	2149464	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (MCF7_REP2)	COMPLETED	0	2026-03-22 09:55:43.400	2.8s	2s	169.9%	69 MB	1 GB	86.5 MB	3.7 MB
119	80/e06b6c	2149801	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (MCF7_REP2)	COMPLETED	0	2026-03-22 09:55:46.230	8m 3s	8m 2s	100.3%	1.1 GB	2.1 GB	12.8 GB	3.7 MB
122	f6/e388ee	2155661	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (MCF7_REP2)	COMPLETED	0	2026-03-22 10:03:49.076	45.4s	45s	104.7%	900.5 MB	1.9 GB	282.7 MB	66.4 MB
117	2b/a82c75	2156825	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (MCF7_REP2)	COMPLETED	0	2026-03-22 10:04:34.455	5m 58s	5m 57s	100.7%	2.5 GB	3.5 GB	12.6 GB	3.7 MB
118	7d/dc78e4	2161528	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (MCF7_REP2)	COMPLETED	0	2026-03-22 10:10:32.666	4m 52s	4m 51s	100.8%	134.5 MB	1.1 GB	12.6 GB	93.2 MB
125	9e/84783b	2165367	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (K562_REP2)	COMPLETED	0	2026-03-22 10:15:24.937	9m 51s	9m 50s	100.4%	14.5 GB	15.5 GB	11.6 GB	4.6 MB
129	31/9ae806	2172190	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (K562_REP2)	COMPLETED	0	2026-03-22 10:25:15.946	3m 11s	3m 10s	100.7%	48.4 MB	1 GB	11.6 GB	3.7 MB
126	84/fbd1a9	2174915	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (K562_REP2)	COMPLETED	0	2026-03-22 10:28:26.855	4m 2s	4m 1s	101.0%	1 GB	2 GB	11.6 GB	3.7 MB
130	d5/9631a7	2178208	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (K562_REP2)	COMPLETED	0	2026-03-22 10:32:28.936	4m 8s	4m 8s	100.7%	1.1 GB	2.1 GB	11.8 GB	3.7 MB
124	3f/df0eaf	2181523	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (K562_REP2)	COMPLETED	0	2026-03-22 10:36:37.263	50.6s	50s	104.4%	900.6 MB	1.9 GB	785.7 MB	65 MB
